country,year,regions,decision_freedom_core,decision_equality_core,decision_control_core,intermediate_freedom_core,intermediate_equality_core,intermediate_control_core,communication_freedom_core,communication_equality_core,communication_control_core,rights_freedom_core,rights_equality_core,rights_control_core,rule_settlement_freedom_core,rule_settlement_equality_core,rule_settlement_control_core,freedom_dim_index_core,equality_dim_index_core,control_dim_index_core,decision_inst_index_core,intermediate_inst_index_core,communication_inst_index_core,rights_inst_index_core,rule_settlement_inst_index_core,total_index_core,classification_core,decision_freedom_context,decision_equality_context,decision_control_context,intermediate_freedom_context,intermediate_equality_context,intermediate_control_context,communication_freedom_context,communication_equality_context,communication_control_context,rights_freedom_context,rights_equality_context,rights_control_context,rule_settlement_freedom_context,rule_settlement_equality_context,rule_settlement_control_context,freedom_dim_index_context,equality_dim_index_context,control_dim_index_context,decision_inst_index_context,intermediate_inst_index_context,communication_inst_index_context,rights_inst_index_context,rule_settlement_inst_index_context,total_index_context,classification_context,decision_freedom_trade_off,decision_equality_trade_off,decision_control_trade_off,intermediate_freedom_trade_off,intermediate_equality_trade_off,intermediate_control_trade_off,communication_freedom_trade_off,communication_equality_trade_off,communication_control_trade_off,rights_freedom_trade_off,rights_equality_trade_off,rights_control_trade_off,rule_settlement_freedom_trade_off,rule_settlement_equality_trade_off,rule_settlement_control_trade_off,freedom_dim_index_trade_off,equality_dim_index_trade_off,control_dim_index_trade_off,decision_inst_index_trade_off,intermediate_inst_index_trade_off,communication_inst_index_trade_off,rights_inst_index_trade_off,rule_settlement_inst_index_trade_off,total_index_trade_off
Guatemala,2020,Latin America,0.620949939,0.858070733,0.682975901,0.86244868,0.575997362,0.824802881,0.743071072,0.7606063,0.826782475,0.571062809,0.280545324,0.572992464,0.300999258,0.396752681,0.728691844,0.584808803,0.530060304,0.720722244,0.713939952,0.742736287,0.775997839,0.451106004,0.443142158,0.606786211,Hybrid Regime,0.497010131,0.69865195,0.546655892,0.703467557,0.473433908,0.672761268,0.691810384,0.667915834,0.769746964,0.478531731,0.233722179,0.480148719,0.234892214,0.318973738,0.568652698,0.486267395,0.439885216,0.59927916,0.574707304,0.607372052,0.708520249,0.377278579,0.349266462,0.50421361,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,2020,Sub-Saharan Africa,0.095384101,0.37421132,0.303431089,0.665405584,0.534388394,0.533991764,0.456332776,0.845817862,0.848056731,0.298253432,0.416661252,0.256148382,0.100820352,0.172457608,0.267888966,0.244340552,0.413945583,0.393453304,0.221250535,0.574768121,0.68917229,0.316922734,0.167004612,0.341410861,Moderate Autocracy,0.071638653,0.293730618,0.227893267,0.565035169,0.446013625,0.453443936,0.39110368,0.709216059,0.726833851,0.231159742,0.332233237,0.198526445,0.079903579,0.139055432,0.212311174,0.196425852,0.336156404,0.316297888,0.168633055,0.485268836,0.586365671,0.247965474,0.133119706,0.275388273,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,2020,Sub-Saharan Africa,0.428587356,0.897280848,0.851573984,0.770929846,0.596878778,0.496788972,0.678934788,0.823561279,0.662393491,0.588129957,0.595745509,0.508528923,0.610812934,0.285192298,0.424222304,0.604300231,0.595582331,0.570537125,0.689281643,0.611445352,0.718146992,0.562708202,0.41964286,0.589964878,Deficient Democracy,0.365109243,0.765237515,0.725447282,0.633643728,0.500008511,0.408321481,0.621192683,0.727899084,0.606058192,0.462280095,0.488037105,0.399712336,0.47982056,0.233560409,0.333245372,0.501990698,0.501579038,0.473943769,0.58741042,0.505756634,0.649537072,0.448437438,0.334257173,0.492327342,Hybrid Regime,0.392871743,0.74773404,0.638680488,0.737815307,0.473297428,0.496788972,0.597121248,0.716912397,0.662393491,0.588129957,0.595745509,0.481328567,NA,0.285192298,NA,NA,0.53322339,NA,0.57248028,0.557722182,0.656974063,0.552491039,NA,NA
Guyana,2020,Latin America,0.3517226,0.69295048,0.729592442,0.90656569,0.811858446,0.608658339,0.833947408,0.884981321,0.697586719,0.741244706,0.703447542,0.594077257,0.84937864,0.659487924,0.577986741,0.699455728,0.745952264,0.638796579,0.562333902,0.765157882,0.801475634,0.676620912,0.686660427,0.693337382,Deficient Democracy,0.288734232,0.600421445,0.598933118,0.719490988,0.691669058,0.48305842,0.820190893,0.839319356,0.686079564,0.637939821,0.624087904,0.511282625,0.746925409,0.591425153,0.508269178,0.605200258,0.663568051,0.55271526,0.470014151,0.62178626,0.77876344,0.588250318,0.607794734,0.605473783,Deficient Democracy,0.26379195,0.69295048,0.547194332,0.885066025,0.628147469,0.608658339,0.787154971,0.71339192,0.697586719,0.741244706,0.703447542,0.576333423,NA,0.659487924,NA,NA,0.678744171,NA,0.464196409,0.696846228,0.731692961,0.669816296,NA,NA
Haiti,2020,Latin America,0.233481994,0.718373551,0.29558576,0.605761298,0.331563908,0.687400269,0.69686009,0.817331242,0.770688802,0.364919045,0.184365682,0.158594779,0.454959223,0.342537433,0.743005484,0.439312845,0.414897446,0.44999805,0.367363281,0.516844013,0.75998948,0.220151593,0.487405969,0.434485311,Moderate Autocracy,0.180307372,0.559237109,0.228267245,0.49292588,0.264955477,0.559357925,0.595725159,0.669443419,0.658839149,0.284770903,0.144276377,0.123762185,0.351695814,0.266790895,0.574363383,0.350671742,0.328374783,0.35920097,0.284457696,0.418037048,0.64049106,0.171959538,0.37772435,0.345835329,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,2020,Latin America,0.171780578,0.698879287,0.530156706,0.78158984,0.453918013,0.492866628,0.718293502,0.708000858,0.658875268,0.279073187,0.344737103,0.658152139,0.347607671,0.550054937,0.291735364,0.392837079,0.531938584,0.505650511,0.399264008,0.559193239,0.694565129,0.398575695,0.382086329,0.472760814,Hybrid Regime,0.129674388,0.544921642,0.400206749,0.630044238,0.365733969,0.397302733,0.623419508,0.591922464,0.571849383,0.223570855,0.276903457,0.527258237,0.272393514,0.436969963,0.228610665,0.315009403,0.427473137,0.405472585,0.304666164,0.450698347,0.595354475,0.319586908,0.300779532,0.379371423,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2020,East Asia,0.322728286,0.488158599,0.319149945,0.536069429,0.681371579,0.288244636,0.544550106,0.698870241,0.586465835,0.578881397,0.779359548,0.662870036,0.354371209,0.4517942,0.342115029,0.454180819,0.60618335,0.414495532,0.369088843,0.472195775,0.606585984,0.668731756,0.379772702,0.485047438,Hybrid Regime,0.299898697,0.46715879,0.296573486,0.502895737,0.655159856,0.270407136,0.518306965,0.676871073,0.558202677,0.577595933,0.77284061,0.661398068,0.334616799,0.435833002,0.323043838,0.432356795,0.587145262,0.394578442,0.346356872,0.4466299,0.58071312,0.665874414,0.361168422,0.464415887,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,2020,Europe,0.473263463,0.935193868,0.767572157,0.698090275,0.762919002,0.48434474,0.696678246,0.53667483,0.462151613,0.517655804,0.763482887,0.708192084,0.947324219,0.633203008,0.691446578,0.646423756,0.713652378,0.609527908,0.697763017,0.636572983,0.556983911,0.654129629,0.745761708,0.655137622,Deficient Democracy,0.454554335,0.884069994,0.737228371,0.591179126,0.677213754,0.410168298,0.610784389,0.484710752,0.405172678,0.485847391,0.713464367,0.664675783,0.772065553,0.551396905,0.563526272,0.572623774,0.647897549,0.539940198,0.666640198,0.547606991,0.493177867,0.613047331,0.621361331,0.585113957,Deficient Democracy,0.473263463,0.701395401,0.636110768,0.571013291,0.711067344,0.48434474,0.661962644,0.429248726,0.462151613,0.517655804,0.763482887,0.701154027,0.818705104,0.633203008,0.560071728,0.596966901,0.635308971,0.561701752,0.595478674,0.581527843,0.508286986,0.651955484,0.662172854,0.597237414
Iceland,2020,Europe,0.925855725,0.770419507,0.902720968,0.946712784,0.915353336,0.934865866,0.926000395,0.941570827,0.891792645,0.923536082,0.893477444,0.899650206,0.972078236,0.927164006,0.866816139,0.938654061,0.887323202,0.898904342,0.863524583,0.932220762,0.919551416,0.905462319,0.921004157,0.908030201,Working Democracy,0.899184553,0.758263327,0.876716239,0.936701129,0.909327219,0.924979494,0.918574765,0.936579581,0.884641328,0.922270333,0.891714441,0.898417194,0.961324277,0.920833117,0.857226679,0.927381671,0.880842643,0.88810931,0.842382456,0.923601111,0.913009872,0.904039413,0.912113407,0.898547598,Working Democracy,NA,NA,0.677040726,0.725568501,0.900333977,0.934865866,0.80002258,0.834274216,0.891792645,0.923536082,0.893477444,0.805802885,NA,0.927164006,NA,NA,NA,NA,NA,0.848419134,0.841185254,0.872814782,NA,NA
India,2020,South Asia,0.600044598,0.844943046,0.751875891,0.672587628,0.683756457,0.660851232,0.404973423,0.746814442,0.709735584,0.657021386,0.612218515,0.786010407,0.530268838,0.53491344,0.667934413,0.563750458,0.676123936,0.713677018,0.725079637,0.672333379,0.598749647,0.681247237,0.574342753,0.64794525,Deficient Democracy,0.488054462,0.696515589,0.611548516,0.63137447,0.605524247,0.620357228,0.36236162,0.645701164,0.63505633,0.607495083,0.538082808,0.726760905,0.438559013,0.444642022,0.55241537,0.495100837,0.579149538,0.626770381,0.592393132,0.618994515,0.529657757,0.619338123,0.475811316,0.564327152,Hybrid Regime,0.600044598,0.633707284,0.563906918,0.648528907,0.537275577,0.660851232,0.35218499,0.657458364,0.709735584,0.657021386,0.612218515,0.721582018,NA,0.53491344,NA,NA,0.592964652,NA,0.598540053,0.612928827,0.547745173,0.662100459,NA,NA
Indonesia,2020,South-East Asia,0.767711005,0.891584437,0.894069628,0.729770656,0.690515441,0.722473627,0.598523776,0.85335711,0.897938541,0.716505398,0.433400153,0.811543195,0.36350744,0.766404756,0.698851528,0.614100807,0.705281979,0.8006216,0.84900555,0.714047764,0.771175003,0.631645475,0.579587225,0.702548945,Deficient Democracy,0.614981209,0.73411431,0.716201823,0.648545415,0.598852082,0.642060563,0.523355359,0.734104043,0.785166715,0.598404444,0.364372761,0.677777245,0.280842363,0.619729285,0.53992599,0.511695112,0.592267304,0.667112231,0.686362667,0.629426926,0.670664611,0.528699905,0.454638584,0.586916037,Deficient Democracy,0.626963987,0.832145475,0.670552221,0.671755302,0.572781222,0.722473627,0.460317178,0.837068622,0.897938541,0.716505398,0.433400153,0.809690943,NA,0.766404756,NA,NA,0.667512293,NA,0.704625169,0.652640405,0.702028838,0.631164557,NA,NA
Iran,2020,South Asia,0.112532055,0.295339953,0.069363336,0.231252782,0.50200022,0.600741354,0.1984966,0.3603264,0.569171568,0.27836023,0.52809549,0.158994235,0.163759436,0.495056537,0.705275824,0.188098773,0.425615945,0.305464127,0.132102025,0.411616524,0.344004495,0.285912849,0.38524769,0.290260556,Moderate Autocracy,0.107095306,0.276361577,0.066012193,0.221529635,0.471286184,0.575482862,0.15856436,0.308909101,0.454669376,0.215703761,0.44590885,0.123206014,0.128971895,0.421412623,0.555453544,0.159938172,0.376451768,0.259732551,0.125013645,0.391666396,0.281348106,0.227987957,0.311374795,0.250070589,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iraq,2020,Middle East and North Africa,0.352926748,0.686470407,0.645160854,0.59048249,0.516683152,0.722402624,0.329542377,0.781677821,0.763278544,0.370236995,0.344975811,0.332995055,0.07514618,0.273947359,0.710941301,0.285915643,0.482687369,0.609649724,0.538672495,0.604046279,0.581487931,0.349061604,0.244607211,0.438188939,Hybrid Regime,0.271455464,0.558056066,0.496228864,0.473251357,0.428761447,0.578980796,0.281869623,0.670108764,0.652859998,0.29032887,0.283167141,0.261124846,0.05899088,0.224985799,0.5580996,0.228298346,0.399804212,0.486794015,0.422039223,0.489768202,0.497742293,0.277924666,0.19493234,0.354186323,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,2020,Europe,0.943070576,0.891584437,0.887531814,0.965657752,0.93065172,0.777150728,0.951673569,0.960170649,0.981771206,0.953835685,0.96569194,0.928680932,0.922867942,0.969258515,0.883540065,0.947313469,0.943007755,0.889116052,0.907047856,0.88723478,0.964455605,0.949276873,0.924560094,0.926095575,Working Democracy,0.924306419,0.875732996,0.869872704,0.900064694,0.89142699,0.724362157,0.937382424,0.945444789,0.967028088,0.918918443,0.94040224,0.894684535,0.896920786,0.948025976,0.858698644,0.915392841,0.91969857,0.859156441,0.889640329,0.834523209,0.949869674,0.917811548,0.900475085,0.897652872,Working Democracy,0.707302932,0.891584437,0.66564886,0.745984741,0.909698441,0.777150728,0.892989684,0.779335835,0.981771206,0.953835685,0.96569194,0.914949213,NA,0.969258515,NA,NA,0.900352472,NA,0.748751508,0.807937099,0.880765834,0.944574869,NA,NA
Israel,2020,Middle East and North Africa,0.853997101,0.962114003,0.874384137,0.831735012,0.842488186,0.891551538,0.825251297,0.89617733,0.841174207,0.859943455,0.892452144,0.828816963,0.818151205,0.791173968,0.921340684,0.837656983,0.875000391,0.870808601,0.895629522,0.854866736,0.853667417,0.860011954,0.841734777,0.860991882,Working Democracy,0.82023675,0.90797329,0.839817842,0.821871525,0.806451805,0.88097869,0.785982481,0.842194503,0.801147714,0.826897885,0.842715639,0.79696751,0.762311724,0.735405079,0.858458438,0.803060196,0.825000695,0.834842592,0.855196269,0.835826081,0.809429985,0.821973565,0.783657268,0.820859832,Working Democracy,0.640497826,0.962114003,0.655788103,0.648037069,0.81793904,0.891551538,0.656691279,0.855179868,0.841174207,0.859943455,0.892452144,0.822135508,NA,0.791173968,NA,NA,0.861732304,NA,0.739325881,0.778913229,0.778816042,0.857694739,NA,NA
Italy,2020,Europe,0.962236593,0.94689475,0.942943429,0.943763423,0.961105616,0.95795996,0.941194213,0.912835908,0.84251553,0.831111167,0.94715176,0.828709002,0.874216093,0.856686013,0.934712578,0.909118373,0.924147637,0.899701016,0.950655296,0.954246417,0.897876544,0.867281831,0.887917986,0.910933487,Working Democracy,0.943015838,0.928077508,0.924108057,0.904134521,0.931365293,0.917734942,0.921936875,0.894473883,0.82527721,0.759405876,0.896377545,0.757210961,0.812080455,0.81747746,0.868277102,0.865177561,0.892581217,0.856215377,0.931698359,0.917677583,0.879608804,0.801789943,0.832231975,0.871188241,Working Democracy,0.914124763,0.7575158,0.827707099,0.771965285,0.895784239,0.95795996,0.730251024,0.889214375,0.84251553,0.831111167,0.94715176,0.763475637,0.744914886,0.856686013,0.826832468,0.795734592,0.866899129,0.841400821,0.830662522,0.871731718,0.817872341,0.84390059,0.808069318,0.834154657
Ivory Coast,2020,Sub-Saharan Africa,0.185975304,0.651706366,0.716631502,0.78827085,0.795241235,0.40015037,0.702455736,0.720381928,0.619460173,0.467631449,0.622681604,0.516302118,0.289746695,0.660019413,0.257044713,0.425534113,0.68736479,0.472594886,0.442861281,0.630665673,0.67930538,0.531730066,0.366320558,0.51705518,Hybrid Regime,0.141681212,0.521004475,0.545950013,0.660189312,0.666586325,0.335132268,0.638160158,0.628896487,0.562761155,0.380460274,0.514434203,0.420058244,0.244276579,0.555072071,0.216706538,0.35385091,0.574104891,0.392984076,0.342848457,0.528340267,0.608991161,0.434826718,0.308579975,0.430588248,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaica,2020,Small island states,0.849715687,0.942306274,0.957345154,0.87727029,0.931981536,0.880866357,0.913915813,0.944121531,0.952778847,0.817821143,0.711090822,0.858193164,0.609299319,0.799131224,0.775593433,0.805676053,0.860268643,0.882344066,0.915190326,0.896362305,0.936789613,0.793212384,0.722815802,0.848810688,Deficient Democracy,0.734269919,0.854355682,0.827276416,0.796950203,0.866386685,0.800217025,0.868859723,0.897852958,0.905806807,0.794760054,0.683706172,0.833993656,0.56067442,0.747676453,0.713697496,0.743081882,0.80580096,0.813793443,0.80361561,0.820572416,0.890697338,0.768108833,0.668825577,0.786912081,Deficient Democracy,0.849715687,0.706729706,0.718008866,0.799900532,0.781181101,0.880866357,0.786737509,0.839472807,0.952778847,0.817821143,0.711090822,0.805819661,NA,0.799131224,NA,NA,0.765792266,NA,0.755472969,0.819531993,0.856925102,0.776736575,NA,NA
Japan,2020,East Asia,0.948823726,0.968945373,0.897656175,0.883351535,0.893208045,0.835685797,0.863716762,0.883480243,0.830971359,0.7043313,0.96728176,0.901269622,0.912229481,0.876463728,0.907361263,0.858053385,0.916953139,0.873926308,0.937990163,0.870381674,0.859115224,0.849952991,0.898544165,0.882630142,Working Democracy,0.931234721,0.959108488,0.881015698,0.820351514,0.860037649,0.776085263,0.854966261,0.878248236,0.822552609,0.694011233,0.959355089,0.888063957,0.858561497,0.849570121,0.853979685,0.827997844,0.899986965,0.843314777,0.923216407,0.818104839,0.851615026,0.839324775,0.854029212,0.856548013,Working Democracy,0.948823726,0.726709029,0.673242131,0.727081014,0.827920234,0.835685797,0.677851421,0.852728476,0.830971359,0.7043313,0.96728176,0.866001427,0.806275131,0.876463728,0.752659482,0.767065802,0.846621617,0.788466964,0.77429382,0.795313047,0.783147882,0.838718453,0.810224273,0.800021807
Jordan,2020,Middle East and North Africa,0.201304493,0.457920061,0.361419928,0.609529019,0.564127926,0.550693457,0.430810502,0.751848132,0.622912429,0.570162885,0.813660993,0.737654654,0.321818955,0.590317256,0.62398783,0.395684411,0.622250528,0.563995505,0.321774589,0.574240696,0.586517715,0.699463692,0.491237003,0.517841222,Hybrid Regime,0.162338568,0.395847661,0.291460924,0.541807222,0.51198483,0.489508592,0.40224745,0.699339286,0.581612879,0.502571771,0.73535553,0.650207889,0.268647069,0.519188439,0.520890702,0.34342191,0.558031989,0.489502261,0.265568592,0.513989287,0.546938397,0.621702427,0.417270717,0.454374481,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,2020,Post-Soviet States (without EU-members),0.141637864,0.573684191,0.385310041,0.373105682,0.544960985,0.108028845,0.315484275,0.324097378,0.320883954,0.225084881,0.655982257,0.319359575,0.529772907,0.407593705,0.247944158,0.288194046,0.485922126,0.254019102,0.315176764,0.280056508,0.320135433,0.361276284,0.376897882,0.328881429,Moderate Autocracy,0.122999031,0.521272238,0.334605171,0.320808039,0.492722793,0.092886609,0.251531318,0.282171564,0.255836408,0.176521961,0.566433401,0.25045653,0.414990556,0.3517485,0.194223756,0.235675909,0.42846201,0.207728729,0.277864445,0.244868921,0.262838645,0.292567885,0.30492353,0.275787572,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2020,Sub-Saharan Africa,0.351087078,0.684173467,0.722722268,0.727699093,0.742345313,0.826286936,0.794099973,0.867724569,0.82906932,0.766602988,0.66813862,0.554833416,0.338157809,0.801598872,0.867705397,0.554863756,0.749196178,0.750664046,0.557850084,0.764239646,0.829753908,0.657455805,0.617281042,0.678280256,Deficient Democracy,0.274809535,0.576396812,0.565702878,0.632946239,0.659265474,0.718697074,0.739939457,0.797607563,0.772523767,0.61562204,0.570144931,0.445560068,0.274005615,0.687106386,0.703092299,0.464872318,0.653004364,0.628916434,0.447487167,0.669356796,0.769660325,0.538768128,0.509642061,0.575812256,Hybrid Regime,NA,NA,0.550958956,0.597936711,0.689133062,0.826286936,0.70450581,0.74869427,0.82906932,0.766602988,0.66813862,0.549678658,0.288562163,0.801598872,0.754714482,NA,NA,0.690154791,NA,0.698280204,0.759031811,0.655413405,0.558890064,NA
Kosovo,2020,Europe,0.688538299,0.77930461,0.759905666,0.815122681,0.734212551,0.638329494,0.864753884,0.620430459,0.634918366,0.631461021,0.535507621,0.552900913,0.745332445,0.680596449,0.737914135,0.744300028,0.664317203,0.66044267,0.741535038,0.725598814,0.698395085,0.571811875,0.720690026,0.688630445,Deficient Democracy,0.638650597,0.740199359,0.704847077,0.65209192,0.647647321,0.51065872,0.83098624,0.599815405,0.610125535,0.579347594,0.5058664,0.507270921,0.650343117,0.626988807,0.643870238,0.665349057,0.619441222,0.590386795,0.693269845,0.599688952,0.672476145,0.529750859,0.640324662,0.624303009,Deficient Democracy,NA,NA,0.56992925,0.700739502,0.65368877,0.638329494,0.678229166,0.599147761,0.634918366,0.631461021,0.535507621,0.544994458,NA,0.680596449,NA,NA,NA,NA,NA,0.663729079,0.636613872,0.569073152,NA,NA
Kuwait,2020,Middle East and North Africa,0.557043706,0.693523653,0.536326964,0.219325867,0.474194966,0.772559156,0.481219357,0.723022922,0.666329504,0.693521483,0.619234113,0.755479023,0.339453244,0.598039608,0.761022828,0.424846867,0.615107498,0.692044629,0.591734277,0.431511969,0.61432011,0.687140796,0.53658171,0.565508557,Hybrid Regime,0.460693887,0.627021516,0.443560444,0.183035758,0.430664982,0.644729927,0.430200851,0.679634994,0.595685762,0.622745265,0.583364112,0.678379828,0.283917803,0.543745727,0.636517498,0.364270954,0.566247973,0.593370876,0.504137768,0.370411485,0.558454857,0.626961716,0.461458812,0.496499875,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,2020,Post-Soviet States (without EU-members),0.146428966,0.725129256,0.448323432,0.696067065,0.640784702,0.50435605,0.633490979,0.704524677,0.756450992,0.523697616,0.673635093,0.468389005,0.474296214,0.488104465,0.724897681,0.437552082,0.6403129,0.565976728,0.362419275,0.608181892,0.696315101,0.548745111,0.551585765,0.541261155,Hybrid Regime,0.116561267,0.624667092,0.356877116,0.549089955,0.549512922,0.397859423,0.557038424,0.637878753,0.665159066,0.418730518,0.581595825,0.374507664,0.371369875,0.417023813,0.567588677,0.353805711,0.555941842,0.457650203,0.296192367,0.493306705,0.618276778,0.450130943,0.444631694,0.448169833,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2020,South-East Asia,0.030141554,0.388861152,0.011760608,0.098899896,0.594296076,0.075577537,0.134352474,0.013408124,0.021966907,0.544984622,0.309865556,0.249767884,0.115141052,0.412846924,0.287237705,0.120238713,0.208749555,0.067495356,0.051657096,0.164385615,0.034076961,0.348095211,0.23901229,0.119210522,Hard Autocracy,0.029117522,0.35519976,0.011361052,0.092182043,0.533226628,0.070443874,0.103505524,0.010937314,0.016923367,0.431056923,0.256113346,0.19755452,0.092185197,0.343311434,0.229970665,0.101998085,0.178682955,0.057256077,0.048979597,0.1512866,0.026758,0.279394553,0.193794136,0.101429802,Hard Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,2020,Europe,0.940483889,0.552188598,0.923512955,0.91686593,0.864765359,0.842122946,0.920998967,0.932812659,0.883810676,0.90691302,0.926979543,0.933495995,0.911720698,0.851952702,0.852822221,0.919324338,0.811433917,0.886399986,0.782757545,0.874030404,0.912299855,0.922393177,0.871723196,0.8711987,Working Democracy,0.925306776,0.535537298,0.908609712,0.859447164,0.818634522,0.789384962,0.901306809,0.902269511,0.864913652,0.841216083,0.872923554,0.865873383,0.854579971,0.806484508,0.799372867,0.875805304,0.774386299,0.844439527,0.766450797,0.821989044,0.889325125,0.859896252,0.819783892,0.83044574,Working Democracy,0.783736574,0.506172882,0.74309694,0.772574783,0.784665874,0.842122946,0.69813477,0.925332379,0.883810676,0.90691302,0.926979543,0.913462828,NA,0.851952702,NA,NA,0.780824455,NA,0.6655359,0.799221083,0.829593658,0.915747107,NA,NA
Lebanon,2020,Middle East and North Africa,0.517326346,0.776169963,0.405581158,0.680019641,0.432311243,0.771772486,0.682848817,0.769973929,0.825397174,0.466502082,0.603790734,0.294075098,0.464449314,0.481820793,0.611449008,0.553707627,0.595936894,0.541264703,0.546092736,0.609914689,0.75710222,0.435912605,0.515301456,0.563157875,Deficient Democracy,0.447117053,0.682864902,0.350537438,0.545813718,0.366528429,0.619458593,0.60181515,0.684061168,0.727447294,0.374483878,0.511948004,0.236068363,0.373485137,0.408886411,0.491694377,0.459755623,0.513893572,0.44942399,0.474784805,0.49856463,0.669041713,0.356368183,0.421881435,0.473535085,Hybrid Regime,0.431105289,0.711489133,0.304185869,0.654292093,0.340589296,0.771772486,0.61181662,0.657575687,0.825397174,0.466502082,0.603790734,0.228504465,0.431561177,0.481820793,0.550304107,0.510710103,0.541032556,0.475726944,0.453555271,0.556114202,0.692484407,0.400754346,0.485486197,0.508454232
Lesotho,2020,Sub-Saharan Africa,0.557810235,0.891995184,0.892078392,0.867732097,0.868381141,0.639605708,0.759282797,0.880060495,0.731031829,0.782749364,0.829817808,0.681460929,0.492857377,0.693999642,0.646614096,0.676587449,0.82944097,0.712635664,0.762811683,0.784036219,0.78756086,0.762106171,0.604749092,0.736759353,Deficient Democracy,0.465612061,0.804841009,0.744630401,0.689784869,0.76463311,0.508440729,0.712687389,0.842052169,0.686170117,0.649638935,0.746596806,0.565575103,0.43530545,0.644131272,0.571107694,0.578389795,0.757377748,0.609206093,0.653469056,0.644865335,0.743972058,0.649754784,0.543036265,0.643821982,Deficient Democracy,0.418357676,0.891995184,0.669058794,0.704627036,0.814512915,0.639605708,0.63069326,0.809089406,0.731031829,0.782749364,0.829817808,0.643331354,0.413074648,0.693999642,0.621168216,0.569895595,0.805229727,0.659768184,0.629687171,0.716016785,0.719863793,0.747618542,0.562599063,0.671483723
Liberia,2020,Sub-Saharan Africa,0.583030438,0.907338742,0.722917164,0.868803198,0.835498406,0.527103453,0.739673635,0.866539508,0.881974603,0.723323918,0.67482524,0.63539395,0.672207268,0.436776815,0.710614462,0.711373629,0.72009678,0.685841118,0.725854778,0.725973831,0.826852789,0.676896715,0.593105941,0.705619731,Deficient Democracy,0.480685807,0.768406842,0.596016945,0.698893863,0.698919676,0.424019351,0.659130317,0.76294051,0.785936083,0.554056763,0.550856867,0.486703545,0.539220953,0.36486154,0.570029849,0.580915503,0.606925247,0.560065375,0.603814739,0.591663426,0.733865374,0.529605532,0.482241019,0.582320794,Deficient Democracy,0.583030438,0.680504057,0.542187873,0.841308305,0.653064706,0.527103453,0.677904593,0.722268053,0.881974603,0.723323918,0.67482524,0.624268072,0.543884606,0.436776815,0.706886481,0.66578026,0.624003817,0.644532035,0.599179918,0.661610543,0.755859404,0.672922561,0.551702993,0.644546453
Libya,2020,Middle East and North Africa,0.001,0.001,0.001,0.640195462,0.732366194,0.584200542,0.366778752,0.739760505,0.806651641,0.290764919,0.226999371,0.218415996,0.073313479,0.196503124,0.614957912,0.087074005,0.119300622,0.14463572,0.001,0.649432889,0.602643454,0.243379335,0.206918614,0.114534308,Hard Autocracy,0.000751,0.000825932,0.000751,0.542272046,0.642398783,0.494842032,0.343463971,0.682266044,0.755375751,0.223155656,0.189531634,0.167629455,0.05874915,0.167649571,0.492791435,0.071231086,0.10283888,0.118319577,0.00077519,0.556539725,0.561477892,0.192108529,0.169312515,0.095344249,Hard Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
